LM_ID	COMMON_NAME	Adduct	CATEGORY	MAIN_CLASS	SUB_CLASS	EXACT_MASS	FORMULA	PUBCHEM_SID	PUBCHEM_CID	INCHI_KEY	KEGG_ID	HMDBID	CHEBI_ID	LIPIDAT_ID	LIPIDBANK_ID
	PE(16:2/18:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:2/0:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Monoacylglycerophosphoethanolamines [GP0205]										
	PE(16:2/12:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:2/13:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:2/14:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:2/14:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:2/15:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:2/15:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:2/16:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:2/16:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:2/16:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:2/17:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:2/17:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:2/17:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:2/18:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:2/18:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:2/18:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:2/18:3)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:2/18:4)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:2/19:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:2/19:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:2/2:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:2/20:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:2/20:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:2/20:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:2/20:3)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:2/20:4)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:2/20:5)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:2/21:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:2/22:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:2/22:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:2/22:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:2/22:4)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:2/22:5)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:2/22:6)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:2/24:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:3/0:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:3/12:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:3/13:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:3/14:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:3/14:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:3/15:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:3/15:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:3/16:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:3/16:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:3/16:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:3/17:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:3/17:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:3/17:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:3/18:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:3/18:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:3/18:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:3/18:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:3/18:3)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:3/18:4)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:3/19:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:3/19:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:3/2:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:3/20:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:3/20:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:3/20:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:3/20:3)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:3/20:4)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:3/20:5)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:3/21:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:3/22:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:3/22:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:3/22:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:3/22:4)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:3/22:5)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:3/22:6)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:3/24:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:4/0:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:4/12:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:4/13:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:4/14:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:4/14:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:4/15:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:4/15:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:4/16:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:4/16:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:4/16:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:4/17:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:4/17:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:4/17:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:4/18:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:4/18:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:4/18:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:4/18:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:4/18:3)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:4/18:4)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:4/19:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:4/19:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:4/2:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:4/20:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:4/20:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:4/20:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:4/20:3)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:4/20:4)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:4/20:5)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:4/21:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:4/22:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:4/22:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:4/22:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:4/22:4)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:4/22:5)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:4/22:6)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
	PE(16:4/24:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]										
LMGP02050030	PE(17:0/0:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Monoacylglycerophosphoethanolamines [GP0205]	467.301192	C22H46NO7P	123062703	52925149	RVNBVQKDPQVSOY-OAQYLSRUSA-N					
LMGP02010539	PE(17:0/12:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	649.468257	C34H68NO8P	123061785	52924242	YIIGGWPZRIXGNH-JGCGQSQUSA-N					
LMGP02011215	PE(17:0/13:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	663.483907	C35H70NO8P	123062461	52924913	FBMIJDOWGMGABB-MGBGTMOVSA-N					
LMGP02010540	PE(17:0/14:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	677.499557	C36H72NO8P	123061786	52924243	LDXXKNJVIYWBQC-UUWRZZSWSA-N					
LMGP02010005	PE(17:0/14:1(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	675.483907	C36H70NO8P	4266278	5283495	QWRIURIVRIHUFS-PEDHGXIFSA-N					
LMGP02011214	PE(17:0/15:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	691.515208	C37H74NO8P	123062460	52924912	CBXHBPFRROVISA-PGUFJCEWSA-N					
LMGP02010541	PE(17:0/15:1(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	689.499557	C37H72NO8P	123061787	52924244	XQGMVKXCPNCRIP-KAVVYCDUSA-N					
LMGP02010542	PE(17:0/16:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	705.530858	C38H76NO8P	123061788	45281250	NJDGPWHUUYATHR-PSXMRANNSA-N					
LMGP02010543	PE(17:0/16:1(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	703.515208	C38H74NO8P	123061789	52924245	HPHKBIBKNIIZJX-ZYODFBQNSA-N					
LMGP02011213	PE(17:0/17:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	719.546508	C39H78NO8P	123062459	46891875	YSFFAUPDXKTJMR-DIPNUNPCSA-N					
LMGP02010544	PE(17:0/17:1(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	717.530858	C39H76NO8P	123061790	52924246	HXGJWNNQYJNQDH-WTWBAFHPSA-N					
LMGP02010545	PE(17:0/17:2(9Z,12Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	715.515208	C39H74NO8P	123061791	52924247	SDVNIEVKUKQDTR-FHJINMDNSA-N					
LMGP02011212	PE(17:0/18:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	733.562158	C40H80NO8P	123062458	52924911	AJNYYCRNVNEGMQ-KXQOOQHDSA-N					
LMGP02011211	PE(17:0/18:1(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	731.546508	C40H78NO8P	123062457	52924910	UAKUCJGIIYSFFK-NPBIGWJUSA-N					
LMGP02010546	PE(17:0/18:2(9Z,12Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	729.530858	C40H76NO8P	123061792	42627790	UJCJWIHZUHMDIT-YQIUVMGYSA-N					
LMGP02010547	PE(17:0/18:3(6Z,9Z,12Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	727.515208	C40H74NO8P	123061793	52924248	RGHGJBRSBNMAPN-CXXNIDJASA-N					
LMGP02010548	PE(17:0/18:3(9Z,12Z,15Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	727.515208	C40H74NO8P	123061794	52924249	RYZPJMBHFBHWCI-KDLFGSSSSA-N					
LMGP02010549	PE(17:0/18:4(6Z,9Z,12Z,15Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	725.499557	C40H72NO8P	123061795	52924250	PIYORRBFTOWXJG-IATDKOBYSA-N					
LMGP02010550	PE(17:0/19:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	747.577808	C41H82NO8P	123061796	52924251	MHPJAAPARCASFP-LDLOPFEMSA-N					
LMGP02010551	PE(17:0/19:1(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	745.562158	C41H80NO8P	123061797	52924252	JNZINHKNYKXFJX-DPTAKULKSA-N					
LMGP02010067	PE(17:0/20:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	761.593458	C42H84NO8P	14714028	9546772	ISYHEIJCITWYDW-RRHRGVEJSA-N				7101	
LMGP02010552	PE(17:0/20:1(11Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	759.577808	C42H82NO8P	123061798	52924253	FJJABKKCKHMFRD-QCFYSATCSA-N					
LMGP02010553	PE(17:0/20:2(11Z,14Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	757.562158	C42H80NO8P	123061799	52924254	QCYCLEPIRIFTQA-YIHXYWFXSA-N					
LMGP02010554	PE(17:0/20:3(8Z,11Z,14Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	755.546508	C42H78NO8P	123061800	52924255	CYSBUWPKLCTZPE-QQKBIDJDSA-N					
LMGP02010003	PE(17:0/20:4(5Z,8Z,11Z,14Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	753.530858	C42H76NO8P	4266276	5283493	PWFGSGJBCRORHV-DVHMRFIGSA-N					
LMGP02010555	PE(17:0/20:5(5Z,8Z,11Z,14Z,17Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	751.515208	C42H74NO8P	123061801	52924256	YRRQJTQXWQBPQK-NQLOODGKSA-N					
LMGP02010556	PE(17:0/21:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	775.609108	C43H86NO8P	123061802	52924257	PMCHQIQBLMJFCR-VQJSHJPSSA-N					
LMGP02010557	PE(17:0/22:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	789.624758	C44H88NO8P	123061803	52924258	LGCZKKMWEYDXEJ-HUESYALOSA-N					
LMGP02010558	PE(17:0/22:1(11Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	787.609108	C44H86NO8P	123061804	52924259	BFSQUORFEZERPH-NYJULOOZSA-N					
LMGP02010559	PE(17:0/22:2(13Z,16Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	785.593458	C44H84NO8P	123061805	52924260	QZLCFKDKEIAKLH-GZHHDXNOSA-N					
LMGP02010560	PE(17:0/22:4(7Z,10Z,13Z,16Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	781.562158	C44H80NO8P	123061806	52924261	CECLOFYFVPZDIU-GXYHOHGQSA-N					
LMGP02011210	PE(17:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	777.530858	C44H76NO8P	123062456	52924909	WVGREBRFGJNLSB-NGNCADKWSA-N					
LMGP02050008	PE(17:1(9Z)/0:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Monoacylglycerophosphoethanolamines [GP0205]	465.285542	C22H44NO7P	74380435	42607464	LNJNONCNASQZOB-HEDKFQSOSA-N					
LMGP02010561	PE(17:1(9Z)/12:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	647.452607	C34H66NO8P	123061807	52924262	DLDCOKSQMRRKDO-OVHUZXDGSA-N					
LMGP02010562	PE(17:1(9Z)/13:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	661.468257	C35H68NO8P	123061808	52924263	JJJCPNSBOFTGOV-ILGKRYBBSA-N					
LMGP02010563	PE(17:1(9Z)/14:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	675.483907	C36H70NO8P	123061809	52924264	JNEBPHGONWKBOC-YFGVOLTDSA-N					
LMGP02010564	PE(17:1(9Z)/14:1(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	673.468257	C36H68NO8P	123061810	52924265	ZECNDSUCEILSEQ-LLFSEEBSSA-N					
LMGP02010565	PE(17:1(9Z)/15:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	689.499557	C37H72NO8P	123061811	52924266	CKIMOCYRUBVLON-SFENZSGWSA-N					
LMGP02010566	PE(17:1(9Z)/15:1(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	687.483907	C37H70NO8P	123061812	52924267	NXQPYYJITJHQIC-RAUOLWIOSA-N					
