LM_ID	COMMON_NAME	Adduct	CATEGORY	MAIN_CLASS	SUB_CLASS	EXACT_MASS	FORMULA	PUBCHEM_SID	PUBCHEM_CID	INCHI_KEY	KEGG_ID	HMDBID	CHEBI_ID	LIPIDAT_ID	LIPIDBANK_ID
XXX_LMGP02010454	PE(15:7/14:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	647.452607	C34H66NO8P	123061700	52924158	OIERHHCSSSRIJH-PGKKXZESSA-N						
XXX_LMGP02010106	PE(15:7/15:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	663.483907	C35H70NO8P	14714067	9546807	SKVKIGSFTGVBOX-MGBGTMOVSA-N		HMDB08889		9120		
XXX_LMGP02010455	PE(15:7/15:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	661.468257	C35H68NO8P	123061701	52924159	YPNVQNZJSHZCNV-HUIXSENASA-N						
XXX_LMGP02011236	PE(15:7/16:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	677.499557	C36H72NO8P	123062482	52924933	DCIHLTIBNFDPMW-UUWRZZSWSA-N						
XXX_LMGP02011235	PE(15:7/16:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	675.483907	C36H70NO8P	123062481	52924932	YMEQXDCYZVOOFR-NOLSVFIGSA-N						
XXX_LMGP02011234	PE(15:7/17:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	691.515208	C37H74NO8P	123062480	52924931	KRXWIRXSPWSNBJ-PGUFJCEWSA-N						
XXX_LMGP02010456	PE(15:7/17:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	689.499557	C37H72NO8P	123061702	52924160	GVNQNKPKRJLYHA-SFENZSGWSA-N						
XXX_LMGP02010457	PE(15:7/17:9(9Z,12Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	687.483907	C37H70NO8P	123061703	52924161	JCOFRNMXHWYIPJ-OQCYZTJGSA-N						
XXX_LMGP02011233	PE(15:7/18:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	705.530858	C38H76NO8P	123062479	52924930	OZKFXEPRCADVOK-PSXMRANNSA-N						
XXX_LMGP02010458	PE(15:7/18:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	703.515208	C38H74NO8P	123061704	52924162	ADCNXGARWPJRBV-UVCQAILXSA-N						
XXX_LMGP02011232	PE(15:7/18:9(9Z,12Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	701.499557	C38H72NO8P	123062478	52924929	QAXAIGXHZKFJPP-QYTRANCOSA-N						
XXX_LMGP02010459	PE(15:7/18:10(6Z,9Z,12Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	699.483907	C38H70NO8P	123061705	52924163	GWYYRAKVDNZTNO-XXMBNBOLSA-N						
XXX_LMGP02010460	PE(15:7/18:10(9Z,12Z,15Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	699.483907	C38H70NO8P	123061706	52924164	QYAFHHVSVPBLGQ-IUUYEROKSA-N						
XXX_LMGP02010461	PE(15:7/18:11(6Z,9Z,12Z,15Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	697.468257	C38H68NO8P	123061707	52924165	GVDFMUXASLGAJL-PQZRPTSLSA-N						
XXX_LMGP02011231	PE(15:7/19:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	719.546508	C39H78NO8P	123062477	52924928	NZLPBGWILFXOCA-DIPNUNPCSA-N						
XXX_LMGP02010462	PE(15:7/19:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	717.530858	C39H76NO8P	123061708	52924166	GGEXLBGNWKHKIX-OUJJLNDXSA-N						
XXX_LMGP02010463	PE(15:7/20:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	733.562158	C40H80NO8P	123061709	446872	NJGIRBISCGPRPF-KXQOOQHDSA-N						
XXX_LMGP02010464	PE(15:7/20:8(11Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	731.546508	C40H78NO8P	123061710	52924167	DAZYZDVAACSMFA-DYFSFZQGSA-N						
XXX_LMGP02010465	PE(15:7/20:9(11Z,14Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	729.530858	C40H76NO8P	123061711	52924168	FXYFFYOQPWNFJZ-XGKJNDTMSA-N						
XXX_LMGP02010466	PE(15:7/20:10(8Z,11Z,14Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	727.515208	C40H74NO8P	123061712	52924169	SZZCMHZXMWIKPE-IRHHTPKQSA-N						
XXX_LMGP02010467	PE(15:7/20:11(5Z,8Z,11Z,14Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	725.499557	C40H72NO8P	123061713	52924170	MQYXRLOJMZSONC-RUFREIRGSA-N						
XXX_LMGP02010468	PE(15:7/20:12(5Z,8Z,11Z,14Z,17Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	723.483907	C40H70NO8P	123061714	52924171	RAJRALIPDBBWPS-ISMOQHFASA-N						
XXX_LMGP02011230	PE(15:7/21:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	747.577808	C41H82NO8P	123062476	52924927	ZFLJLNBPMQYPNJ-LDLOPFEMSA-N						
XXX_LMGP02010469	PE(15:7/22:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	761.593458	C42H84NO8P	123061715	52924172	IXKGMCOCPZEZER-RRHRGVEJSA-N						
XXX_LMGP02010470	PE(15:7/22:8(11Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	759.577808	C42H82NO8P	123061716	52924173	LMBSPTYSYNILBT-OIJJMQLXSA-N						
XXX_LMGP02010471	PE(15:7/22:9(13Z,16Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	757.562158	C42H80NO8P	123061717	52924174	ZHZTYDTVUSPVLX-UQZFHPPLSA-N						
XXX_LMGP02010472	PE(15:7/22:11(7Z,10Z,13Z,16Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	753.530858	C42H76NO8P	123061718	52924175	ZUOSDGSPHKTWTC-VPKDSPBBSA-N						
XXX_LMGP02010473	PE(15:7/22:13(4Z,7Z,10Z,13Z,16Z,19Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	749.499557	C42H72NO8P	123061719	52924176	WIJRNOBSWIZHST-VBSWXDJFSA-N						
XXX_LMGP02050015	PE(15:8(9Z)/0:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Monoacylglycerophosphoethanolamines [GP0205]	437.254242	C20H40NO7P	123062688	52925134	MTAKQPCXFDXVHS-LIXSYLKWSA-N						
XXX_LMGP02010474	PE(15:8(9Z)/12:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	619.421307	C32H62NO8P	123061720	52924177	BBUIYGCTTGXRKH-LBFWNMTJSA-N						
XXX_LMGP02010475	PE(15:8(9Z)/13:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	633.436957	C33H64NO8P	123061721	52924178	ZLZNRKDNTMWJQB-OPIPOUMXSA-N						
XXX_LMGP02010476	PE(15:8(9Z)/14:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	647.452607	C34H66NO8P	123061722	52924179	BCGWIDVBBOXIDK-OGHHLXJMSA-N						
XXX_LMGP02010477	PE(15:8(9Z)/14:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	645.436957	C34H64NO8P	123061723	52924180	HHJWIOLGCJGCEG-PMNXXRITSA-N						
XXX_LMGP02010478	PE(15:8(9Z)/15:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	661.468257	C35H68NO8P	123061724	52924181	LTZKFFXZLODJDW-RFCLTPLBSA-N						
XXX_LMGP02010479	PE(15:8(9Z)/15:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	659.452607	C35H66NO8P	123061725	52924182	IDFPDDYONWABIH-CXCWZUHBSA-N						
XXX_LMGP02010480	PE(15:8(9Z)/16:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	675.483907	C36H70NO8P	123061726	52924183	JEWRKKPNWHQSHQ-XBEBLRSGSA-N						
XXX_LMGP02010481	PE(15:8(9Z)/16:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	673.468257	C36H68NO8P	123061727	52924184	VCNXPZGXTUODHE-JWLMTKEBSA-N						
XXX_LMGP02010482	PE(15:8(9Z)/17:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	689.499557	C37H72NO8P	123061728	52924185	DRQCZUGIWQEMDC-KAVVYCDUSA-N						
XXX_LMGP02010483	PE(15:8(9Z)/17:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	687.483907	C37H70NO8P	123061729	52924186	AZPICDCJJOITIQ-RAUOLWIOSA-N						
XXX_LMGP02010484	PE(15:8(9Z)/17:9(9Z,12Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	685.468257	C37H68NO8P	123061730	52924187	WSPJTGKOYNVEPC-QKXMIXIJSA-N						
XXX_LMGP02010485	PE(15:8(9Z)/18:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	703.515208	C38H74NO8P	123061731	52924188	MFWZIRCFPKIVEX-PKAFBKPJSA-N						
XXX_LMGP02010486	PE(15:8(9Z)/18:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	701.499557	C38H72NO8P	123061732	52924189	FBSZIOXRAYBBGW-GDVOPVSPSA-N						
XXX_LMGP02010487	PE(15:8(9Z)/18:9(9Z,12Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	699.483907	C38H70NO8P	123061733	52924190	AOTUFPLBAWWONP-VMZGMEGFSA-N						
XXX_LMGP02010488	PE(15:8(9Z)/18:10(6Z,9Z,12Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	697.468257	C38H68NO8P	123061734	52924191	BCQGVQKSJQEVMA-FQSPJEOGSA-N						
XXX_LMGP02010489	PE(15:8(9Z)/18:10(9Z,12Z,15Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	697.468257	C38H68NO8P	123061735	52924192	GBXWBQZCOLRABT-LGUAADLVSA-N						
XXX_LMGP02010490	PE(15:8(9Z)/18:11(6Z,9Z,12Z,15Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	695.452607	C38H66NO8P	123061736	52924193	DSHOXLIOZHUNCT-BJRNZPORSA-N						
XXX_LMGP02010491	PE(15:8(9Z)/19:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	717.530858	C39H76NO8P	123061737	52924194	CUALUAJLUQEKSD-SVKAEJSDSA-N						
XXX_LMGP02010492	PE(15:8(9Z)/19:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	715.515208	C39H74NO8P	123061738	52924195	MCKGFHJXGTVTMX-WCCXBCNRSA-N						
XXX_LMGP02010493	PE(15:8(9Z)/20:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	731.546508	C40H78NO8P	123061739	52924196	CKMSRZQDOZNQNS-PKANKXGDSA-N						
XXX_LMGP02010494	PE(15:8(9Z)/20:8(11Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	729.530858	C40H76NO8P	123061740	52924197	NTYJEMKAEOZSIT-GHGQKOEXSA-N						
XXX_LMGP02010495	PE(15:8(9Z)/20:9(11Z,14Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	727.515208	C40H74NO8P	123061741	52924198	ZMHRRYPGEPQAHC-OMEPHTSYSA-N						
XXX_LMGP02010496	PE(15:8(9Z)/20:10(8Z,11Z,14Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	725.499557	C40H72NO8P	123061742	52924199	HVHDKNLGVLDLIN-PRDQEFNWSA-N						
XXX_LMGP02010497	PE(15:8(9Z)/20:11(5Z,8Z,11Z,14Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	723.483907	C40H70NO8P	123061743	52924200	VPTBZLKXKOXVJZ-XEZFABQNSA-N						
XXX_LMGP02010498	PE(15:8(9Z)/20:12(5Z,8Z,11Z,14Z,17Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	721.468257	C40H68NO8P	123061744	52924201	SQWQAYMMJJXBGH-GBTHTAKPSA-N						
XXX_LMGP02010499	PE(15:8(9Z)/21:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	745.562158	C41H80NO8P	123061745	52924202	ASSZIAIEMGZOPJ-PKUAZUFMSA-N						
XXX_LMGP02010500	PE(15:8(9Z)/22:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	759.577808	C42H82NO8P	123061746	52924203	RCBMTRPVNBQCHE-ANCBZYMGSA-N						
XXX_LMGP02010501	PE(15:8(9Z)/22:8(11Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	757.562158	C42H80NO8P	123061747	52924204	SOJWAJHYKHSEMX-PEPNTOMSSA-N						
XXX_LMGP02010502	PE(15:8(9Z)/22:9(13Z,16Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	755.546508	C42H78NO8P	123061748	52924205	HTOFKTVHGABHLP-OKOUAWACSA-N						
XXX_LMGP02010503	PE(15:8(9Z)/22:11(7Z,10Z,13Z,16Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	751.515208	C42H74NO8P	123061749	52924206	ZVBIUJFBRKXTNT-DUDWQIJOSA-N						
XXX_LMGP02010504	PE(15:8(9Z)/22:13(4Z,7Z,10Z,13Z,16Z,19Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	747.483907	C42H70NO8P	123061750	52924207	KTDSSCGZMOSIJB-XJNKOKDTSA-N						
XXX_LMGP02050002	PE(16:7/0:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Monoacylglycerophosphoethanolamines [GP0205]	453.285542	C21H44NO7P	14714339	9547069	YVYMBNSKXOXSKW-HXUWFJFHSA-N		HMDB11503		7285		
XXX_LMGP02010308	PE(16:7/12:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	635.452607	C33H66NO8P	14714269	9547006	KKKFYQBNDBPRBN-WJOKGBTCSA-N				13162		
XXX_LMGP02010505	PE(16:7/13:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	649.468257	C34H68NO8P	123061751	52924208	WUKUNJIVBYVPJY-JGCGQSQUSA-N						
XXX_LMGP02010297	PE(16:7/14:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	663.483907	C35H70NO8P	14714258	446670	MMLCPRRXWWDUCM-MGBGTMOVSA-N		HMDB08920		13150		
XXX_LMGP02010506	PE(16:7/14:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	661.468257	C35H68NO8P	123061752	52924209	NSRAJHJDVZNWFG-ALMVXPMNSA-N						
XXX_LMGP02011229	PE(16:7/15:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	677.499557	C36H72NO8P	123062475	52924926	JMDKMIIPLXAHQG-UUWRZZSWSA-N						
XXX_LMGP02010507	PE(16:7/15:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	675.483907	C36H70NO8P	123061753	52924210	HPXWVIQKCPQWAO-XBEBLRSGSA-N						
XXX_LMGP02010037	PE(16:7/16:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	691.515208	C37H74NO8P	14713998	445468	SLKDGVPOSSLUAI-PGUFJCEWSA-N		HMDB08923		1104		
XXX_LMGP02011228	PE(16:7/16:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	689.499557	C37H72NO8P	123062474	52924925	CZOSTDZGCCEZTJ-WMHOIYFHSA-N						
XXX_LMGP02011227	PE(16:7/17:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	705.530858	C38H76NO8P	123062473	52924924	RIROVXBSDNZDBU-PSXMRANNSA-N						
XXX_LMGP02011226	PE(16:7/17:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	703.515208	C38H74NO8P	123062472	52924923	CBDUTJYWWDMHBN-HZVSPZAISA-N						
XXX_LMGP02010508	PE(16:7/17:9(9Z,12Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	701.499557	C38H72NO8P	123061754	52924211	PKSYKNQBTGEXDW-IHQGFMLUSA-N						
XXX_LMGP02011225	PE(16:7/18:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	719.546508	C39H78NO8P	123062471	5326793	RPJZYOHZALDGKI-DIPNUNPCSA-N						
XXX_LMGP02010010	PE(16:7/18:8(11Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	717.530858	C39H76NO8P	14713971	9546726	LYJWNHGFGVVCAO-IEHWZJNJSA-N		HMDB08926				
XXX_LMGP02010311	PE(16:7/18:8(7Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	717.530858	C39H76NO8P	14714272	9547009	DJFPPOZEZQGHHJ-QGBSNROPSA-N				13184		
XXX_LMGP02010009	PE(16:7/18:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	717.530858	C39H76NO8P	7850611	5283496	FHQVHHIBKUMWTI-OTMQOFQLSA-N		HMDB08927				
XXX_LMGP00000061	PE(16:7/18:8(9Z))-15-isoLG hydroxylactam	[M-H]-	Glycerophospholipids [GP]	Other Glycerophospholipids [GP00]		1065.724533	C59H104NO13P	123060602	52922112	VCOGHARAXZIILG-YHAAQHHBSA-N						
XXX_LMGP00000060	PE(16:7/18:8(9Z))-15-isoLG lactam	[M-H]-	Glycerophospholipids [GP]	Other Glycerophospholipids [GP00]		1049.729618	C59H104NO12P	123060601	52922111	VVYVGBXNIXUCDE-ORZYWFCSSA-N						
XXX_LMGP00000059	PE(16:7/18:8(9Z))-15-isoLG pyrrole	[M-H]-	Glycerophospholipids [GP]	Other Glycerophospholipids [GP00]		1033.734703	C59H104NO11P	123060600	52922110	JNADOARFVOZEIV-GZPZGTMLSA-N						
XXX_LMGP02010042	PE(16:7/18:9(9Z,12Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	715.515208	C39H74NO8P	14714003	9546747	HBZNVZIRJWODIB-NHCUFCNUSA-N		HMDB08928		3876		
XXX_LMGP02011224	PE(16:7/18:10(6Z,9Z,12Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	713.499557	C39H72NO8P	123062470	52924922	LDZPTHJGVVQFQZ-QKHBFQRPSA-N						
XXX_LMGP02010041	PE(16:7/18:10(9Z,12Z,15Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	713.499557	C39H72NO8P	14714002	9546746	QONZHKTZKTUIMU-WSQRTPJYSA-N		HMDB08930		3860		
XXX_LMGP02011223	PE(16:7/18:11(6Z,9Z,12Z,15Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	711.483907	C39H70NO8P	123062469	52924921	VEDXGCJMLWGROU-RBVMJMICSA-N						
XXX_LMGP02010173	PE(16:7/19:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	733.562158	C40H80NO8P	14714134	9546872	QJMXMRBKLSGHBU-KXQOOQHDSA-N				10371		
XXX_LMGP02010509	PE(16:7/19:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	731.546508	C40H78NO8P	123061755	52924212	JKNRVUASURIXEH-YWTUKGCKSA-N						
XXX_LMGP02010270	PE(16:7/20:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	747.577808	C41H82NO8P	14714231	9546969	ZFCOGJGXPSVFIM-LDLOPFEMSA-N		HMDB08932		13106		
XXX_LMGP02010312	PE(16:7/20:8(11Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	745.562158	C41H80NO8P	14714273	9547010	CCIRMRKPMPEIFZ-WUOYJZDRSA-N		HMDB08933		13185		
XXX_LMGP02010510	PE(16:7/20:9(11Z,14Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	743.546508	C41H78NO8P	123061756	52924213	UDBXKKKIEXMSEA-XKKGNKCGSA-N						
XXX_LMGP02011222	PE(16:7/20:10(8Z,11Z,14Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	741.530858	C41H76NO8P	123062468	52924920	LMWFNZUKABEGHS-CISNCOODSA-N						
XXX_LMGP02010096	PE(16:7/20:11(5Z,8Z,11Z,14Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	739.515208	C41H74NO8P	14714057	9546800	DRIVXEVMDWCWLI-CAQMIEAISA-N		HMDB08937		7234		
XXX_LMGP02011221	PE(16:7/20:12(5Z,8Z,11Z,14Z,17Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	737.499557	C41H72NO8P	123062467	52924919	KHLRCNXJXSYNCK-ZIEHFRHMSA-N						
XXX_LMGP02010511	PE(16:7/21:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	761.593458	C42H84NO8P	123061757	52924214	ZMXBOBJEFLWONB-RRHRGVEJSA-N						
XXX_LMGP02010132	PE(16:7/22:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	775.609108	C43H86NO8P	14714093	9546832	WUOUBQYGDGGIKB-VQJSHJPSSA-N		HMDB08940		9612		
XXX_LMGP02010512	PE(16:7/22:8(11Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoethanolamines [GP02]	Diacylglycerophosphoethanolamines [GP0201]	773.593458	C43H84NO8P	123061758	52924215	INYNPLWPMOAPKE-DWNNZWKSSA-N						
